id,probabilidad,decil
355,0.00012653343711258142,1
356,0.08144951033459398,9
357,0.030060477091615252,6
358,0.006232501727110223,4
359,0.06227794442831775,8
360,0.10340772679832622,10
361,0.0016954029587395068,2
362,0.06208824489872932,7
363,0.002740655406661302,2
364,0.005310902100651417,3
365,0.026025516566969,5
366,0.0,1
367,0.06196383734326203,7
368,0.12228945081220834,10
369,0.06236734630173977,8
370,0.0005551046124121934,1
372,0.06279194574636875,8
373,0.0029060312583609584,3
374,0.022251078595000258,4
375,0.026761115418390036,6
376,0.007811417167422627,4
377,0.026437592405274116,6
378,0.09699005150896495,10
379,0.022742235790313103,4
380,0.029612808441107044,6
381,0.06202844714649365,7
382,0.06521258116084731,8
383,0.030060477091615252,6
384,0.030060477091615252,6
385,0.030060477091615252,6
386,0.09688508050882738,10
387,0.024022699694546717,5
388,0.005687380865618054,3
389,0.05038372889495987,7
391,0.0029581296848001488,3
392,0.0621401800202866,7
393,0.01087037718163666,4
394,0.09679921626564157,9
395,0.002223913877612174,2
396,0.005310902100651417,3
397,0.06860417429249963,8
398,0.06524374954014692,8
399,0.09524435701503343,9
400,6.324900133155793e-05,1
401,0.09771269026390271,10
402,0.00586414699616544,3
403,0.06253734229687764,8
404,0.06165182177418405,7
405,0.02461668134226331,5
406,0.026037522527837767,5
407,0.0291525523449741,6
408,0.026311355968671082,5
409,0.006679590053866911,4
410,0.09473950839197455,9
411,0.005431067249147028,3
412,0.09647473292468378,9
413,0.06524374954014692,8
414,0.0005670463976796486,1
415,0.0012450126177386256,2
416,0.0016083005777372656,2
417,0.0016441937920728387,2
419,0.07141579253420126,8
420,0.0012749131828072608,2
421,0.001301472154010546,2
422,0.00020148489503328215,1
423,0.004210526315789474,3
424,0.06165182177418405,7
425,0.0012385658703431743,2
426,0.02618704022416981,5
427,0.06245105167216417,8
428,0.0021050380635524216,2
429,0.004467466828744406,3
430,0.0012101511336219972,2
431,0.004122967749960441,3
432,0.02388477665953116,5
433,0.0,1
434,0.030039694008688417,6
435,0.0219130144415175,4
436,0.030060477091615252,6
437,0.09611929318272326,9
438,0.022979659461686258,4
439,0.000682789880841773,1
440,0.012952585727899606,4
441,0.0621401800202866,7
442,0.026033112285071963,5
443,0.09737634688083795,10
444,0.09470704926407393,9
445,0.0006828375560550583,1
447,0.09737634688083795,10
448,0.025321394915651503,5
449,0.10285398652340742,10
450,0.06869218639459944,8
451,0.06521258116084731,8
452,0.06141084599560007,7
454,0.0013700632458232105,2
455,0.005214147266665841,3
456,0.006910708159722212,4
457,0.06860417429249963,8
458,0.0021050380635524216,2
459,0.0007836552359085534,1
460,0.006562930213279422,4
461,0.021961999230281585,4
462,0.06227794442831775,8
463,0.0013596006071009356,2
464,0.09611929318272326,9
465,0.09737634688083795,10
467,0.002223913877612174,2
468,0.09470704926407393,9
469,0.029612808441107044,6
470,0.09516410467356497,9
471,0.1036084296843999,10
472,0.02319525575604663,4
473,0.06253734229687764,8
474,0.0013130416170291854,2
475,0.0005551046124121934,1
476,0.06236734630173977,8
478,0.02618704022416981,5
479,0.06245105167216417,8
480,0.06225706526655154,7
481,0.10285398652340742,10
482,0.07141579253420126,8
483,0.12228945081220834,10
484,0.0074716665689407505,4
485,0.07193087246663443,8
486,0.030060477091615252,6
487,0.00012653343711258142,1
488,0.0995831809571904,10
489,0.00027478945064214095,1
490,0.0219130144415175,4
491,0.0077552071875859815,4
493,6.324900133155793e-05,1
494,0.09688508050882738,10
495,0.005214147266665841,3
496,0.0074716665689407505,4
497,0.09611929318272326,9
498,0.000853015290338788,1
499,0.030060477091615252,6
500,0.06245105167216417,8
501,0.12228945081220834,10
502,0.06229923164519531,8
503,0.030060477091615252,6
504,0.02300382349742694,4
506,4.868549172346641e-06,1
507,0.024011013096134192,5
508,0.003062811500429366,3
509,0.030060477091615252,6
510,0.09699005150896495,10
511,0.0016441937920728387,2
512,0.0021050380635524216,2
513,0.02300382349742694,4
514,0.7087269990526873,10
515,0.09670705915812386,9
516,0.00586414699616544,3
518,0.0014856387114165588,2
519,0.06208824489872932,7
520,0.023436696850330313,5
521,0.0031677852348993285,3
522,0.09470146751338669,9
523,0.11408192727568163,10
524,0.024022699694546717,5
525,0.09679921626564157,9
526,0.0982604618818777,10
527,0.09473950839197455,9
528,0.11935889298302187,10
530,0.026311355968671082,5
531,0.0219130144415175,4
532,0.0021093916605905406,2
533,0.0013700632458232105,2
534,0.00030704471434742233,1
535,0.004393578060549833,3
536,0.0,1
537,0.006884489558529525,4
538,0.09688508050882738,10
539,0.02319525575604663,4
540,0.09572263984532312,9
541,0.06279194574636875,8
542,0.005687380865618054,3
543,0.028189436709521544,6
545,0.09516410467356497,9
546,0.005687380865618054,3
547,0.06524374954014692,8
548,0.027772135459381588,6
549,0.00023344094101059872,1
550,0.004663192779956315,3
551,0.06225706526655154,7
552,0.025321394915651503,5
553,0.06225706526655154,7
554,0.0016351812565142732,2
555,0.030060477091615252,6
556,0.030060477091615252,6
557,0.5390298173011242,10
558,0.0007652248352425678,1
559,0.026437592405274116,6
560,0.09483273096817456,9
561,0.09470146751338669,9
565,0.029612808441107044,6
566,0.0006828375560550583,1
567,0.0982604618818777,10
568,0.09470146751338669,9
569,0.09473950839197455,9
570,0.02618687624100754,5
571,0.006562930213279422,4
572,0.0005783989137574082,1
574,0.025321394915651503,5
575,0.013274080537172803,4
576,0.06279194574636875,8
577,0.00033697883160248754,1
578,0.0017168350886401216,2
580,0.00586414699616544,3
581,0.026761115418390036,6
582,0.0,1
583,0.005882816314950198,3
584,0.009495016611295681,4
585,0.022742235790313103,4
586,0.0259706050171385,5
587,0.09611929318272326,9
588,0.06202844714649365,7
589,0.0013700632458232105,2
591,0.03044626519237781,7
592,0.025878614314062746,5
593,0.027108586940172888,6
594,0.0029581296848001488,3
595,0.09370924992539115,9
596,0.02829616965350904,6
597,0.00634278276229845,4
598,0.01972364989096507,4
599,0.026037522527837767,5
600,0.06211125568485443,7
601,0.008103962588915551,4
602,0.030060477091615252,6
603,0.028189436709521544,6
605,0.03044626519237781,7
606,0.000682789880841773,1
607,0.012263517650336871,4
608,0.024022699694546717,5
609,0.0621401800202866,7
610,0.02666494850406596,6
611,0.005431067249147028,3
612,0.0013300386288596705,2
614,0.022683719429494847,4
617,0.0006777398788384833,1
618,0.005036477777298784,3
619,0.06165182177418405,7
621,0.06161721874490648,7
622,0.0014683894296292632,2
624,0.003062811500429366,3
625,0.0017168350886401216,2
626,0.09370924992539115,9
627,0.00012653343711258142,1
628,0.005353608078208563,3
629,0.09572263984532312,9
630,0.06253734229687764,8
631,0.002158411268433678,2
632,0.030060477091615252,6
633,0.03044626519237781,7
634,0.002841517400861165,3
635,0.030060477091615252,6
636,0.005882816314950198,3
637,0.030060477091615252,6
638,0.030060477091615252,6
639,0.06229923164519531,8
640,0.09370924992539115,9
641,0.02630752253424134,5
642,0.06279194574636875,8
643,0.0027347006796426304,2
644,0.026761115418390036,6
645,0.06245105167216417,8
646,0.001983699843490451,2
647,0.11408192727568163,10
648,0.06229923164519531,8
649,0.09473950839197455,9
650,0.07193087246663443,8
651,0.06161721874490648,7
652,0.022979659461686258,4
653,0.10285398652340742,10
654,0.026130854975760353,5
656,0.001553586043976226,2
657,0.026761115418390036,6
658,0.06236734630173977,8
659,0.06196383734326203,7
660,0.1036084296843999,10
661,0.02461668134226331,5
662,0.02829616965350904,6
663,0.06161721874490648,7
664,0.030060477091615252,6
665,0.004532771405426454,3
666,0.02630752253424134,5
667,0.0025263130299058184,2
668,2.4721878862793572e-05,1
669,0.00022229458617798538,1
670,0.10285398652340742,10
671,0.10285398652340742,10
672,0.026037522527837767,5
673,0.030060477091615252,6
674,0.023436696850330313,5
675,0.028189436709521544,6
676,0.02706381925565915,6
677,0.09516410467356497,9
678,0.0009218439062290064,1
679,0.09611929318272326,9
680,0.0009178057371815139,1
681,0.09647473292468378,9
683,0.0025263130299058184,2
684,0.09611929318272326,9
685,0.09647473292468378,9
686,0.06141084599560007,7
687,0.0,1
688,0.11935889298302187,10
689,0.10285398652340742,10
690,0.004898115139430068,3
691,0.024011013096134192,5
692,0.030060477091615252,6
693,0.06196383734326203,7
694,0.022793263291878602,4
695,0.10285398652340742,10
697,0.006679590053866911,4
698,0.06202844714649365,7
699,0.02618687624100754,5
701,0.0013722033689520371,2
702,0.002223913877612174,2
704,0.0621401800202866,7
705,0.0010545103863658697,1
706,0.030060477091615252,6
707,0.024022699694546717,5
708,0.02271428671468658,4
709,0.12228945081220834,10
710,0.06253734229687764,8
711,0.00586414699616544,3
712,0.00014327328934070506,1
713,0.026037522527837767,5
715,0.0014683894296292632,2
716,0.004576974215548572,3
717,0.026025516566969,5
718,0.06231480307874596,8
719,0.00342866655880182,3
720,0.001553586043976226,2
721,0.02300382349742694,4
722,0.030060477091615252,6
723,0.0016441937920728387,2
724,0.0002362219046172331,1
725,0.030060477091615252,6
726,0.0010545103863658697,1
727,0.02666494850406596,6
729,0.06524374954014692,8
730,0.02618687624100754,5
731,0.09483273096817456,9
733,0.005552242513590369,3
735,0.007461364228835081,4
736,0.0005670463976796486,1
737,0.09473950839197455,9
738,0.026309511259219445,5
739,0.02637369641418571,6
740,0.7279112864921324,10
741,0.06141084599560007,7
742,0.0016351812565142732,2
743,0.10340772679832622,10
744,0.09516410467356497,9
745,0.11408192727568163,10
746,0.06860417429249963,8
747,0.06279194574636875,8
748,0.005417551890029671,3
749,0.02620823578501745,5
750,0.06165182177418405,7
751,0.06161721874490648,7
753,0.005304600787481387,3
754,0.022683719429494847,4
755,0.005872263879282325,3
756,0.0010545103863658697,1
757,0.026037522527837767,5
758,0.026037522527837767,5
759,0.02319525575604663,4
760,0.0,1
761,0.06161721874490648,7
762,0.02388477665953116,5
763,0.022742235790313103,4
764,0.030060477091615252,6
765,0.09737634688083795,10
767,0.030060477091615252,6
770,0.0027365516873145736,2
771,0.0049048526661211135,3
772,0.026037522527837767,5
773,0.026366109338412023,5
774,0.06781801606814578,8
775,0.000682789880841773,1
776,0.06196383734326203,7
777,0.030060477091615252,6
778,0.021961999230281585,4
780,0.005744114620451071,3
781,0.023130978910231508,4
782,0.11408192727568163,10
784,0.0982604618818777,10
785,0.02630327271041486,5
786,0.0005537724340512331,1
787,0.07193087246663443,8
788,0.029908127786864355,6
789,0.02319525575604663,4
790,0.005872263879282325,3
791,0.02706381925565915,6
792,0.022251078595000258,4
793,0.0015639695472497446,2
794,0.0291525523449741,6
795,0.023473697209655784,5
796,0.024011013096134192,5
797,0.11408192727568163,10
798,0.06208824489872932,7
799,0.00598182505507887,3
800,0.0013049103668759637,2
801,0.015881768587389263,4
802,0.09699005150896495,10
803,0.0012450126177386256,2
804,0.023409171693139635,5
805,6.324900133155793e-05,1
806,0.030060477091615252,6
807,0.0219130144415175,4
808,0.09516410467356497,9
809,0.06196383734326203,7
810,0.0007241341307227632,1
811,0.06231480307874596,8
812,0.02388477665953116,5
813,0.09116175778817079,9
814,0.0006828375560550583,1
815,0.06229923164519531,8
817,0.06719707947126632,8
818,0.030060477091615252,6
819,0.02300382349742694,4
820,0.027059104842730167,6
821,0.002808988764044944,3
822,0.001699999818091394,2
823,0.028189436709521544,6
824,0.12228945081220834,10
825,0.0013722033689520371,2
826,0.0016441937920728387,2
828,0.09670705915812386,9
829,0.06236734630173977,8
830,0.0010545103863658697,1
831,0.06719707947126632,8
832,0.09483273096817456,9
833,0.030060477091615252,6
834,0.021961999230281585,4
835,0.030060477091615252,6
836,0.022979659461686258,4
837,0.07141579253420126,8
838,0.09647473292468378,9
839,0.06253734229687764,8
841,0.0995831809571904,10
842,0.030060477091615252,6
843,0.004532771405426454,3
844,0.06196383734326203,7
845,0.022683719429494847,4
846,0.06211125568485443,7
847,0.005744114620451071,3
848,0.0018875634901968342,2
849,0.06279194574636875,8
850,0.0995831809571904,10
851,0.004576974215548572,3
852,0.10340772679832622,10
853,0.0291525523449741,6
854,0.06719707947126632,8
855,0.023130978910231508,4
856,0.004532771405426454,3
857,0.022251078595000258,4
858,0.11398289699891315,10
859,0.022683719429494847,4
860,0.06719707947126632,8
861,0.0054472715134528185,3
862,0.0013618901864639378,2
863,0.0010545103863658697,1
864,0.030060477091615252,6
865,0.0007814055944133035,1
866,0.026366109338412023,5
867,0.0011640933484283805,2
868,0.0036686307022862547,3
869,0.0010545103863658697,1
870,0.005330580817277842,3
871,0.0007814055944133035,1
872,0.09470704926407393,9
873,0.030060477091615252,6
874,0.09572263984532312,9
875,0.0,1
876,0.026309511259219445,5
877,0.022671380980265596,4
878,0.021961999230281585,4
879,0.025321394915651503,5
880,0.004663192779956315,3
881,0.09737634688083795,10
882,0.02618704022416981,5
883,0.07193087246663443,8
885,0.005353608078208563,3
887,0.06141084599560007,7
888,0.004016178060506157,3
889,0.0012558592724680896,2
890,0.0015795513664970805,2
891,0.0982604618818777,10
892,0.0621401800202866,7
893,0.06227794442831775,8
894,0.06208824489872932,7
895,0.7623150408107919,10
896,0.000853015290338788,1
897,0.001154753793456438,2
899,0.06869218639459944,8
900,0.02736255045857041,6
901,0.06211125568485443,7
902,0.02630752253424134,5
903,0.0077552071875859815,4
904,0.0,1
905,0.022251078595000258,4
906,0.0,1
908,0.004698910278194756,3
909,0.10285398652340742,10
910,0.09470146751338669,9
911,0.09470146751338669,9
914,0.005304600787481387,3
915,0.03044626519237781,7
916,0.026366109338412023,5
917,0.07141579253420126,8
918,0.0002362219046172331,1
920,0.02829616965350904,6
921,0.0995831809571904,10
922,0.0219130144415175,4
923,0.09572263984532312,9
924,0.005553640603644549,3
925,0.09670705915812386,9
926,0.06860417429249963,8
927,0.025321394915651503,5
928,0.06208824489872932,7
929,0.005431067249147028,3
930,0.0013596006071009356,2
931,0.030060477091615252,6
932,0.06161721874490648,7
933,0.06165182177418405,7
934,0.0982604618818777,10
935,0.05021921201303445,7
936,0.027772135459381588,6
937,0.06524374954014692,8
938,0.0013820356472795498,2
939,0.06453001543079559,8
940,0.011931081266972685,4
941,0.030039694008688417,6
942,0.0017168350886401216,2
943,0.002223913877612174,2
944,0.0982604618818777,10
945,0.09679921626564157,9
946,0.026437592405274116,6
947,0.00029778842281855496,1
949,0.04893499073832653,7
950,0.026761115418390036,6
951,0.02618704022416981,5
952,0.0219130144415175,4
953,0.030060477091615252,6
954,0.04094591659859923,7
955,0.030060477091615252,6
956,0.009120770707896124,4
957,0.09688508050882738,10
958,0.005872263879282325,3
959,0.07141579253420126,8
960,0.7420106352550068,10
961,0.06161721874490648,7
962,0.0071588452620897055,4
963,0.1036084296843999,10
965,0.00020148489503328215,1
966,0.06229923164519531,8
968,0.030039694008688417,6
969,0.09116175778817079,9
970,0.0004825404378935494,1
971,0.0032428154342552147,3
972,0.09370924992539115,9
973,0.051050201577144794,7
975,0.0005229937913468508,1
976,0.11408192727568163,10
977,0.09473950839197455,9
978,0.09483273096817456,9
979,0.0012101511336219972,2
980,0.0016011907582518508,2
981,0.026437592405274116,6
982,0.09699005150896495,10
983,0.040331891942281345,7
984,0.07141579253420126,8
985,0.05246959617157648,7
986,0.022251078595000258,4
987,0.0009178057371815139,1
988,0.030060477091615252,6
990,0.0033003547151728963,3
991,0.06231480307874596,8
992,0.06719707947126632,8
994,0.06202844714649365,7
995,0.09524435701503343,9
996,0.09470704926407393,9
997,0.027108586940172888,6
998,0.09688508050882738,10
999,0.025321394915651503,5
1001,0.02736255045857041,6
1002,0.09524435701503343,9
1003,0.005580771029183775,3
1004,0.03514655462389871,7
1005,0.06229923164519531,8
1006,0.06236734630173977,8
1007,0.005744114620451071,3
1008,0.02461668134226331,5
1009,0.0009789130845051707,1
1010,0.001553586043976226,2
1012,0.02300382349742694,4
1013,0.06453001543079559,8
1014,0.023130978910231508,4
1015,0.09737634688083795,10
1016,0.030060477091615252,6
1017,0.0030973079969765656,3
1018,0.09572263984532312,9
1019,0.02848047220752055,6
1020,0.09737634688083795,10
1021,0.006910708159722212,4
1022,0.005882816314950198,3
1023,0.09483273096817456,9
1024,0.030060477091615252,6
1026,0.030060477091615252,6
1027,0.005687380865618054,3
1028,0.06196383734326203,7
1029,0.02554737840933535,5
1030,0.027108586940172888,6
1032,0.09679921626564157,9
1033,0.0995831809571904,10
1034,0.022742235790313103,4
1035,0.021961999230281585,4
1036,0.02388477665953116,5
1037,0.004016178060506157,3
1038,0.030060477091615252,6
1039,0.09647473292468378,9
1040,0.10285398652340742,10
1041,0.004467466828744406,3
1042,0.0016441937920728387,2
1043,0.026366109338412023,5
1044,0.09737634688083795,10
1045,0.09470704926407393,9
1046,0.06141084599560007,7
1047,0.09679921626564157,9
1048,6.324900133155793e-05,1
1049,0.09524435701503343,9
1050,0.0995831809571904,10
1052,0.005882816314950198,3
1054,0.005552242513590369,3
1055,0.0029581296848001488,3
1056,0.0012385658703431743,2
1057,0.12228945081220834,10
1059,0.027108586940172888,6
1060,0.09699005150896495,10
1061,0.06253734229687764,8
1062,0.09679921626564157,9
1063,0.0,1
1064,0.026309511259219445,5
1065,0.12228945081220834,10
1066,0.02706381925565915,6
1067,0.021961999230281585,4
1068,0.026033112285071963,5
1070,0.07193087246663443,8
1071,0.005353608078208563,3
1072,0.024022699694546717,5
1073,0.02706381925565915,6
1074,0.023436696850330313,5
1075,0.09670705915812386,9
1076,0.06521258116084731,8
1077,0.022633845589101864,4
1078,0.02618704022416981,5
1079,0.007014284060679072,4
1081,0.00598182505507887,3
1082,0.004840861093909195,3
1083,0.0013049103668759637,2
1084,0.027059104842730167,6
1085,0.0009218439062290064,1
1087,0.12228945081220834,10
1088,0.026037522527837767,5
1089,2.5062656641604008e-05,1
1090,0.09699005150896495,10
1091,0.06524374954014692,8
1092,0.030060477091615252,6
1093,0.030060477091615252,6
1094,0.06229923164519531,8
1095,0.026025516566969,5
1096,0.11408192727568163,10
1097,0.0027347006796426304,2
1098,0.68173409331928,10
1099,0.0017168350886401216,2
1101,0.022742235790313103,4
1102,0.0014856387114165588,2
1103,0.01174127430692793,4
1104,0.02637369641418571,6
1105,0.09524435701503343,9
1106,0.008370499785432407,4
1108,0.007236110056524462,4
1109,0.02319525575604663,4
1110,0.05021921201303445,7
1111,0.0016441937920728387,2
1112,0.021961999230281585,4
1113,0.005744114620451071,3
1114,0.06161721874490648,7
1115,0.0013737208132116668,2
1116,0.017057652256317935,4
1118,0.04558612923041693,7
1119,0.11935889298302187,10
1120,0.025321394915651503,5
1121,0.06225706526655154,7
1122,0.0006283434198617367,1
1123,0.022671380980265596,4
1124,0.0029060312583609584,3
1125,0.11935889298302187,10
1126,0.030060477091615252,6
1127,0.022742235790313103,4
1128,0.030060477091615252,6
1129,0.02300382349742694,4
1130,0.00012653343711258142,1
1131,0.0016083005777372656,2
1132,0.02736255045857041,6
1133,0.0016441937920728387,2
1134,0.027059104842730167,6
1135,0.09470146751338669,9
1136,0.004532771405426454,3
1137,0.02461668134226331,5
1138,0.7173689825201751,10
1139,0.022251078595000258,4
1140,0.030060477091615252,6
1141,0.05927633556473144,7
1142,0.022979659461686258,4
1143,0.002223913877612174,2
1144,0.06253734229687764,8
